,Base,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Base_
1,Taxonomic,NoResponse,NoResponse,NoResponse,Nonword,Taxonomic,Taxonomic,Nonword,Taxonomic,Unrelated,Nonword,NoResponse,Unrelated,Nonword,NoResponse,Taxonomic,Unrelated,Correct,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Nonword,Taxonomic,Taxonomic,Taxonomic,Taxonomic
2,Correct,NoResponse,NoResponse,Phonological;Nonword,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Unrelated,Nonword,Unrelated,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
3,Correct,NoResponse,NoResponse,Correct,Nonword,Phonological;Taxonomic,Phonological;Taxonomic,Phonological;Taxonomic,Phonological;Taxonomic,Unrelated,Nonword,NoResponse,Unrelated,Nonword,NoResponse,Generalization;Taxonomic,Generalization;Taxonomic,Nonword,Generalization;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Correct,Correct,Phonological;Taxonomic,Phonological;Taxonomic,Correct,Correct,Phonological;Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
4,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Nonword,Unrelated,Nonword,NoResponse,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
5,Correct,NoResponse,NoResponse,Phonological;Nonword,Nonword,Correct,Phonological;Taxonomic,Correct,Correct,Correct,Nonword,NoResponse,Unrelated,Nonword,NoResponse,Correct,Correct,Correct,Correct,Thematic;Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
6,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,NoResponse,Unrelated,Nonword,Unrelated,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Taxonomic,Taxonomic,Correct,Correct
7,Correct,NoResponse,NoResponse,NoResponse,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Taxonomic,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
8,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,NoResponse,Correct,Nonword,NoResponse,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
9,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,NoResponse,Unrelated,Nonword,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
10,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Unrelated,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
11,Correct,NoResponse,NoResponse,NoResponse,Nonword,Taxonomic,Taxonomic,Unrelated,Correct,Taxonomic,Nonword,NoResponse,Unrelated,Nonword,NoResponse,Unrelated,Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Phonological;Taxonomic,Taxonomic,Correct,Correct,Correct,Correct,Correct,Taxonomic,Correct,Correct,Taxonomic,Correct,Correct,Correct,Correct
12,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Unrelated,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
13,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Unrelated,Phonological;Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
14,Correct,NoResponse,NoResponse,NoResponse,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
15,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,NoResponse,Correct,Nonword,NoResponse,Phonological;Thematic;Taxonomic,Phonological;Thematic;Taxonomic,Correct,Correct,Phonological;Thematic;Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
16,Correct,NoResponse,NoResponse,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Unrelated,Nonword,NoResponse,Correct,Correct,Correct,Correct,Correct,Phonological;Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
17,Unrelated,NoResponse,NoResponse,NoResponse,Nonword,Correct,Correct,Correct,Correct,Unrelated,Nonword,NoResponse,Unrelated,Nonword,NoResponse,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Taxonomic,Correct,Phonological;Nonword,Unrelated,Unrelated,Correct,Unrelated,Correct,Correct,Unrelated,Unrelated,Unrelated,Correct,Unrelated,Unrelated,Phonological;Nonword,Correct,Correct,Correct,Unrelated,Correct,Unrelated
18,Correct,NoResponse,NoResponse,NoResponse,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Unrelated,Unrelated,Nonword,NoResponse,Correct,Thematic;Taxonomic,Correct,Correct,Thematic;Taxonomic,Correct,Thematic;Taxonomic,Thematic;Taxonomic,Correct,Thematic;Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Thematic;Taxonomic,Correct,Correct,Correct,Correct
19,Correct,NoResponse,Nonword,NoResponse,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,NoResponse,Unrelated,Nonword,NoResponse,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
20,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Nonword,Unrelated,Nonword,NoResponse,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Nonword,Nonword,Phonological;Nonword,Phonological;Nonword,Unrelated,Nonword,Phonological;Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Nonword
21,Correct,NoResponse,NoResponse,Phonological;Taxonomic,Nonword,Phonological;Taxonomic,Phonological;Taxonomic,Correct,Phonological;Taxonomic,Phonological;Taxonomic,Nonword,Nonword,Taxonomic,Correct,Phonological;Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Phonological;Taxonomic,Correct,Correct,Correct,Correct,Correct,Phonological;Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
22,Phonological;Taxonomic,NoResponse,NoResponse,NoResponse,Nonword,Phonological;Taxonomic,Unrelated,Unrelated,Taxonomic,Unrelated,Nonword,NoResponse,Unrelated,Nonword,Unrelated,Phonological;Taxonomic,Phonological;Taxonomic,Correct,Generalization;Taxonomic,Taxonomic,Generalization;Taxonomic,Phonological;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Phonological;Taxonomic,Generalization;Taxonomic,Phonological;Taxonomic,Generalization;Taxonomic,Phonological;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Phonological;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Generalization;Taxonomic,Correct,Phonological;Taxonomic,Phonological;Taxonomic,Phonological;Taxonomic
23,Correct,NoResponse,NoResponse,Phonological;Nonword,Nonword,Correct,Thematic;Taxonomic,Correct,Correct,Correct,Nonword,Phonological;Unrelated,Unrelated,Nonword,NoResponse,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
