,Base,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Base_
1,Taxonomic,NoResponse,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Taxonomic,Nonword,Phonological;Nonword,Taxonomic,Taxonomic,Taxonomic,Nonword,Taxonomic,Nonword,Unrelated,Nonword,,,,,,,,,,,,,,Taxonomic
2,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Phonological;Nonword,Nonword,Nonword,Nonword,Correct,Nonword,Unrelated,Unrelated,Phonological;Nonword,Phonological;Unrelated,Phonological;Nonword,Correct,Correct,Correct,Correct,Correct,Correct,,,,,,,,,,,,,,Correct
3,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,NoResponse,Nonword,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Nonword,Nonword,Taxonomic,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Phonological;Nonword,Taxonomic,,,,,,,,,,,,,,Correct
4,Correct,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Correct,Nonword,Unrelated,Correct,Correct,Correct,Unrelated,Unrelated,Phonological;Nonword,Phonological;Taxonomic,Correct,Taxonomic,Correct,Correct,Phonological;Nonword,Unrelated,Correct,,,,,,,,,,,,,,Correct
5,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,Phonological;Nonword,Nonword,Correct,Unrelated,Nonword,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Taxonomic,Nonword,Phonological;Nonword,Nonword,Nonword,,,,,,,,,,,,,,Correct
6,Correct,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Phonological;Nonword,Correct,Correct,Correct,Phonological;Nonword,Correct,Correct,,,,,,,,,,,,,,Correct
7,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Nonword,Nonword,Phonological;Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Phonological;Nonword,Correct,Correct,Thematic;Taxonomic,Correct,Correct,Phonological;Nonword,Phonological;Nonword,,,,,,,,,,,,,,Correct
8,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Taxonomic,Nonword,Phonological;Nonword,Unrelated,Unrelated,Nonword,Nonword,Unrelated,Correct,Unrelated,Taxonomic,Taxonomic,Correct,Nonword,Correct,Taxonomic,Taxonomic,,,,,,,,,,,,,,Correct
9,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Correct,NoResponse,NoResponse,Phonological;Nonword,Nonword,Nonword;Generalization,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Nonword,Phonological;Nonword,Nonword,Correct,Correct,Correct,Correct,Phonological;Nonword,Generalization;Thematic;Taxonomic,,,,,,,,,,,,,,Correct
10,Correct,Nonword,Phonological;Nonword,Phonological;Nonword,Phonological;Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Nonword,Nonword,Nonword,Taxonomic,Unrelated,Taxonomic,Nonword,Taxonomic,Taxonomic,Taxonomic,Unrelated,Correct,Correct,Correct,Correct,Nonword,Correct,,,,,,,,,,,,,,Correct
